romaji,kanji,meaning
ankou,アンコウ,goosefish monkfish
ankimo,あん肝,monfish liver
sujiko,筋子,connected salted salmon roe
zuke,漬け,marinated
tataki,たたき,seared
karei,かれい,righteye flounder
harasu,ハラス,fatty salmon belly
mentaiko,明太子,spiced and salted roe
engawa,えんがわ,fin meat
mori,盛り(mori),serving
jimono,地物,local produce
kaisen,海鮮,seafood
choudoii,ちょうどいい,just right
sumi,炭,charcoal
oomori,大盛り,large serving
kihada,きはだ,yellowfin tuna
tounyuu,投入,inserting
iseijin,異星人,alien
ikikai,行き交い,coming and going
subeki,す可き,should do
shonichi,初日,first day
yakyuu,野球,baseball
hoketsu,補欠,spare substitute
ofukuro,オフクロ,ones mother
onryou,音量,volume
akisu,空き巣,thief buglar
douyara,どうやら,apparently possibly
uchuusen,宇宙船,spaceship
tsuiraku,墜落,crash
nankotsu,軟骨,cartilage
horumon,ホルモン,intestine
wakayama,和歌山,wakayama
kaisoku,快速,rapid
yamori,ヤモリ,gecko lizard
ikisaki,行き先,destination
zujou,頭上,overhead above
junro,順路,route
hanakin,花金,thank god its friday
barabara,バラバラ,scattered seperated
zentou,全灯,full light
jouyatou,常夜灯,night light
kirikae,切り替え,switch change
fuuryou,風量,air volume
yuusen,優先,preference priority
oidaki,追い炊き,reheating bathwater
hoon,保温,retaining heat
fukin,付近,neighborhood surrounding area
rakka,落下,fall drop
kogata,小型,small mini tiny
kyuumeitei,救命艇,lifeboat
inseki,隕石,meteor meteorite
kamibukuro,紙袋,paper bag
soboro,そぼろ,minced meat or fish
aibiki,合いびき,mixture of beef and pork
enoki,えのき,enoki mushroom
nira,ニラ,chinese leek
komatsuna,小松菜,japanese mustard spinach
jikka,実家,parents house
shimanagashi,島流し,island exile
pokapoka,ぽかぽか,warm and nice
shoumei,照明,illumination lightning
yuttari,ゆったり,relaxed comfortable
busaiku,ブサイク,ugly
banban,バンバン,bang bang
waido,ワイド,wide
toiuwakede,というわけで,so
shuzaijin,取材陣,group of reporters
sutaffu,スタッフ,stuff staff
dokuji,独自,original unique
utsushidasu,映し出す,to show
chokugo,直後,immediately following after
senyou,専用,exclusive use
shisshin,湿疹,rash
hebi,蛇,snake
jishu,自主,independence autonomy
koma-sharu,コマーシャル,commercial
shougeki,衝撃,shock impact
eizou,映像,image picture
hyoumen,表面,surface
sakeme,裂け目,tear crack slit
naibu,内部,interior inside
tanpin,単品,individual item
dekitate,できたて,fresh from the oven
nekojita,猫舌,cat tongue
sansaku,散策,strolling exploring
edamame,枝豆,edamame
hida,飛騨,hida
takayama,高山,takayama
shiyouzumi,使用済み,used
jouka,浄化,purification
shironegi,白ねぎ,white spring onion
yokusou,浴槽,bathtub
shokusen,食洗,dishwasher safe
shunga,春画,shunga erotic woodblock prints
purin,プリン,pudding
gashitsu,画質,resolution
bosen,母船,mothership
nanraka,なんらか,some any
toraburu,トラブル,trouble
hassei,発生,occurrence incidence
utaguribukai,疑り深い,suspicious distrustful
gensen,源泉,source of spring
hakumai,白米,uncooked white rice
shizuoka,静岡,shizuoka
ebisu,恵比寿,ebisu
izakaya,居酒屋,izakaya
kakueki,各駅,local every stop
junkyuu,準急,semi express
haradatashii,腹立たしい,irritating
karage,絡げ,karage
otooshi,お通し,seating charge appetizer
nante,何て,what how
kyakuryoku,脚力,leg strength
kyoudai,強大,mighty powerful
senryoku,戦力,fight power ability
chuubou,厨房,kitchen galley
doru,ドル,dollar
choushin,長身,tall
hasha,覇者,ruler champion
honshoku,本職,main job
akewatasu,明け渡す,to surrender or give up something
muteki,無敵,invincible unbeatable
wagyu,和牛,japanese beef wagyu
sengyo,鮮魚,fresh fish
shouchuu,焼酎,shochu
dashi,出汁,dashi
donabe,土鍋,earthenware pot
shiraae,白和え,dressed with tofu paste
noukou,濃厚,rich
karakuchi,辛口,dry
amakuchi,甘口,sweet
tanrei,淡麗,clear and refreshing
seimei,姓名,full name
kuusha,空車,empty taxi
kaisou,回送,refueling
warimashi,割り増し,extra charge
chinsou,賃走,carrying a passenger
mikai,未開,unexplored uncivilized
gurume,グルメ,gourmet fine food
danzen,断然,definitely by far
kanjuku,完熟,full ripeness ripe
kachikachi,カチカチ,chinking ticktock dry and hard
karubi,カルビ,korean style bbq ribs
oyuhari,お湯張り,filling up with hot water
kawagoe,川越,kawagoe river crossing
otsumami,おつまみ,snack side dish
henshin,変身,transformation metamorphosis
betsubara,別腹,dessert stomach
batabata,バタバタ,rattling
abokado,アボカド,avocado
shinguru,シングル,single
taiken,体験,personal experience
doushi,同士,fellow companion
geki,激,extremely super
kakutei,確定,decision confirmation settlement
pa-ra-,パーラー,parlor
gokiburi,ごきぶり,cockroach
oide,おいで,come on go
oshinko,おしんこ,pickles pickled vegetables
abayo,あばよ,see you bye
sazae,さざえ,turban shell
tare,垂れ,sauce
hissu,必須,required
namazakana,生魚,raw fish
betabeta,ベタベタ,sticky
chikyuugi,地球儀,earth globe
shari,しゃり,sushi rice
takana,高菜,leaf mustard
torimeshi,鳥飯,chicken and rice
horeizai,保冷剤,ice pack
zuru,ずる,cheat cheating
burabura,ぶらぶら,swaying swinging
jika,自家,ones own house
jikasei,自家製,homemade
aima,合間,interval spare moment
himawari,ひまわり,sunflower
tanka,単価,unit price
okunai,屋内,indoor
momo,股,thigh
teishoku,定食,set fixed meal
kakuni,角煮,stew of cubed fish or meat
dorei,奴隷,slave servant
tatsumaki,竜巻,tornado
yotsunbai,四つん這い,being on all fours
sa-fin,サーフィン,surfing
masaba,真さば,cub mackerel
yakudou,躍動,lively motion throb
yosougai,予想外,unexpected strange
guro,グロ,disgusting
fukushuu,復讐,revenge
hisou,悲愴,pathetic sad
daradara,だらだら,in drops slugglishly slowly
shimai,仕舞い,end close finish
kishokuwarui,気色悪い,weird yikes
honde,ほんで,and because of that
shougun,将軍,general
chokkura,ちょっくら,a little for a moment
satsuriku,殺戮,slaughter massacre
chikkoi,小っこい,very small
hyakusei,百姓,common people
soku,速,speed
nannin,何人(nannin),how many people
nanibito,何人(nanibito),anyone any person
ko-n,コーン,corn cone
toumorokoshi,とうもろこし,corn
sudachi,すだち,japanese citrus
zakuzaku,ザクザク,crunchy crunching crumbly
torori,とろり,creamy
noukou,農耕,farming agriculture
dakuten,濁点,double quotation
handakuten,半濁点,tiny circle
senkoku,先刻,a short while ago already
andou,行灯,paper lamp latern
hondou,本堂,main temple building
sumanai,済まない,sorry
menyou,面妖,weird strange
teppou,鉄砲,gun
youkai,妖怪,devil demon monster
nanka,なんか,something like
kyasha,華奢,dainty slender delicate
nando,難度,degree of difficulty
kyoudo,強度,strength intensity
norarikurari,のらりくらり,idly lazily aimlessly
kokusan,国産,domestically produced
burikko,ぶりっ子,woman or girl acts cute by playing helpless
shitto,嫉妬,jealousy envy
ripurai,リプライ,reply
ha-fu,ハーフ,half
tsuin,ツイン,twin
higasa,日傘,sun umbrella parasol
azatoi,あざとい,calculating sly cunning
toutoi,尊い,precious valuable priceless
joshiryoku,女子力,girliness power
mukatsuku,むかつく,to feel irritated offended angry
zamaamiro,ざまあ見ろ,serves you right
kanshou,干渉,interference intervention meddling
rui,類,kind sort type
kageguchi,陰口,malicious gossip speaking ill behind back
atsuzoko,厚底,thick soles
bu-tsu,ブーツ,boots
ryukkusakku,リュックサック,rucksack knapsack backpack
maegami,前髪,bangs
shichau,しちゃう,cant help it
migaki,磨き,polish improvement
zukin,頭巾,hood
kishou,気象,weather conditions
chou,庁,agency
hansode,半袖,short sleeve sleeves
rimokon,リモコン,remote control
rimo-to,リモート,remote work
kyuukyuusha,救急車,ambulance
karakuri,からくり,device machinery mechanism
bouzu,坊主,buddhist priest bonze
nanto,何と,what how wow
ikusa,戦,war battle fight
noka,のか,question questioning ending
karasu,からす,crow raven
tagui,類い,kind sort type equal
ba-,バー,bar pub tavern
shima,縞,stripe streak
nomiya,飲み屋,bar pub tavern
bikiniku,挽肉,minced ground meat
minchi,ミンチ,minced ground meat
renchuu,連中,lot bunch group guys
taishou,大将,head leader boss
katatachi,方たち,people persons
teppanyaki,鉄板焼き,teppanyaki hot steel plate place
dokkiri,ドッキリ,surprise joke prank
souyatte,そうやって,in that way
kashikomarimashita,かしこまりました,certainly
gaikoukan,外交官,diplomat
jikoshi,事故死,accidental death
toukyoku,当局,authorities
kuwadateru,企てる,to plan plot attempt
nantoshitemo,何としても,by any means no matter what
gaimu,外務,foreign affairs
jinin,辞任,resignation
kakkoku,各国,each every country
suimenka,水面下,behind the scenes
shiretsu,熾烈,fierce bitter severe
kurihirogeru,繰り広げる,to unfold
zura,ヅラ,wig
oyakodon,親子丼,chicken and egg bowl
chisei,知性,intelligence
kamen,仮面,mask disguise
oyakugomen,お役御免,dismissal firing retirement
hitonami,人並み,ordinary common average normal
shuuchaku,執着,obsession attachment
mibunshou,身分証,id identification papers
angou,暗号,code password cipher
inochibiroi,命拾い,narrow escape from death
sencha,煎茶,non powdered green tea
maccha,抹茶,powdered green tea
shimei,使命,mission errand
fuon,不穏,disquieting disturbing
hikikomori,引きこもり,shut in withdrawn
youjinbukai,用心深い,careful cautious
omotebutai,表舞台,front center stage of politics
meimonkou,名門校,prestigious school
yuuyo,猶予,extension postponement
konji,今次,the present time new recent
eiyuu,英雄,hero great person
hinome,日の目,sunlight
kunshou,勲章,honor medal
katasumi,片隅,corner nook
mukuro,躯,dead body corpse
hachimitsu,はちみつ,honey
tsuuro,通路,aisle passage
kashikomarimashita,畏まりました,of course certainly
kankeinai,関係ない,unrelated irrelevant
komochi,子持ち,parenthood parent
kagutsuki,家具付き,furnished
shinkyo,新居,new home
naradeha,ならでは,distinctive of characteristic of
umami,旨み,umami good flavor
okinawa,沖縄,okinawa
daininki,大人気,very popular
tokkuri,徳利,sake bottle
tounyuu,豆乳,soy milk
toufu,豆腐,tofu
ago,顎,chin jaw
kaime,回目,nth th time
ressun,レッスン,lesson
anko,餡子,red bean paste
manjuu,饅頭,manju steamed bun
horei,保冷,keeping cold
katorari-,カトラリー,cutlery silverware
shibainu,柴犬,shiba dog
gasshou,合掌,pressing hands together in prayer
bejitarian,ベジタリアン,vegetarian
ingurando,英蘭,england britain
bakugai,爆買い,binge shopping
shikkari,確り,strongly solid well built
ippon,一本,one long cylindrical thing
reitouko,冷凍庫,freezer
konbu,昆布,konbu kelp
souzai,惣菜,small dish prepared food
samurai,侍,samurai warrior
sebone,背骨,spine
koshi,腰,lower back
shindo,震度,magnitude seismic intensity
seidai,盛大,grand magnificent
fukikaeban,吹き替え版,dubbed version
hamigakiko,歯磨き粉,toothpaste
anshoubangou,暗証番号,pin
shohousen,処方箋,prescription
rapputoppu,ラップトップ,laptop
bachigaataru,罰が当たる,karma divine retribution
kenmei,件名,subject title
nasu,なす,eggplant
mika,味覚,taste
kuchisabishii,口寂しい,craving food in mouth
gotagota,ゴタゴタ,trouble dispute quarrel
tokoton,とことん,to the very end
zakennayo,ざけんなよ,fuck you off
ondo,音頭,lead
azamuku,欺く,to trick fool
todome,とどめ,finishing blow
rakki,ラッキー,lucky
hattari,ハッタリ,bluff
sabage,サバゲ,airsoft
satooya,里親,foster parent
engumi,縁組,adoption
doredemo,どれでも,any one any whichever
retsuaku,劣悪,poor quality inadequate
angura,アングラ,underground unconventional
shisetsu,施設,institution establishement facility
ayafuya,あやふや,uncertain vague ambiguous
keireki,経歴,personal history background
sashiatari,差し当たり,for the time being
ichijiku,いちじく,fig
mukuchi,無口,silent quiet
bukimi,不気味,weird creepy
tottoto,とっとと,quickly right away at once
jigi,児戯,mere childs play
kozukuri,子作り,trying to have children
wakuwaku,わくわく,getting excited trembling
chounouryoku,超能力,esp telepath
tadatada,ただただ,absolutely completely
shinzui,真髄,essence
shittai,失態,mistake error blunder
konkatsu,婚活,marriage hunting
shinshitsu,寝室,bedroom
koroshiya,殺し屋,professional killer hit man
pikapika,ピカピカ,sparkle glitter
doredore,どれどれ,which cmon now
komori,小盛り,small portion serving
fukitsu,不吉,ominous sinister
biribiri,ビリビリ,tear to pieces
sanjou,参上,visit visiting
aneki,姉貴,older sister
kataki,かたき,rival opponent
kinpatsu,金髪,blonde gold hair
pekopeko,ペコペコ,very hungry starving
tarako,たら子,cod roe
sanshou,山椒,japanese pepper
teiban,定番,standard basic item
shitappa,下っ端,underline grunt
karasu,からす,crow raven
shatei,舎弟,underling younger brother
kyuukanbi,休館日,closed day
kurumi,くるみ,walnut
meihaku,明白,obvious
nomikai,飲み会,drinking party
keishi,軽視,making light of
taikai,退会,withdrawal resignation unsubscribing
aiseki,相席,sharing a table
soujiki,掃除機,vacuum cleaner
jizake,地酒,local sake
manmosu,マンモス,mammoth
genshijin,原始人,cave man caveman
nazukeru,名付ける,to name call
furyou,不良,delingquent hoodlum bad
orinpikku,オリンピック,olympics olympic games
habatsu,派閥,faction
saidai,最大,biggest largest
saishou,最小,smallest least
imotare,胃もたれ,upset stomach
charachara,チャラチャラ,chatty flirty
itsuninattara,いつになったら,how long
itsuninattemo,いつになっても,always
kyouken,狂犬,mad dog
kaijo,解除,termination cancellation cancel
nyuuyokuzaki,入浴剤,bath bomb
shittori,しっとり,quiet calm damp
suzumebachi,スズメ蜂,wasp
oshibori,おしぼり,wet or hot towel
zakotsu,坐骨,ischial bone ischium
baikin,ばい菌,germ germs bacteria
nishibi,西日,setting sun
goma,ゴマ,sesame seeds
